year,state,fips,table_data,high_value,low_value,cpi,high_2018,low_2018
1975,Rhode Island,44,1.60,1.60,1.60,53.82,7.44,7.44
1975,South Carolina,45,1.60,1.60,1.60,53.82,7.73,7.73
1975,South Dakota,46,1.00,1.00,1.00,53.82,4.65,4.65
1975,Tennessee,47,1.60,1.60,1.60,53.82,7.73,7.73
1975,Texas,48,1.40,1.40,1.40,53.82,6.51,6.51
1975,Utah,49,1.28,1.35,1.20,53.82,6.28,5.58
1975,Vermont,50,1.60,1.60,1.60,53.82,7.44,7.44
1975,Virginia,51,1.60,1.60,1.60,53.82,7.73,7.73
1975,Washington,53,1.60,1.60,1.60,53.82,7.44,7.44
1975,West Virginia,54,1.20,1.20,1.20,53.82,5.58,5.58
1975,Wisconsin,55,1.45,1.45,1.45,53.82,6.75,6.75
1975,Wyoming,56,1.50,1.50,1.50,53.82,6.98,6.98
1976,Alabama,1,2.25,2.25,2.25,56.91,10.19,10.19
1976,Alaska,2,2.80,2.80,2.80,56.91,12.32,12.32
1976,Arizona,4,2.25,2.25,2.25,56.91,10.19,10.19
1976,Arkansas,5,1.90,1.90,1.90,56.91,8.36,8.36
1976,California,6,2.00,2.00,2.00,56.91,8.80,8.80
1976,Colorado,8,1.13,1.25,1.00,56.91,5.50,4.40
1976,Connecticut,9,2.26,2.31,2.21,56.91,10.16,9.72
1976,Delaware,10,2.00,2.00,2.00,56.91,8.80,8.80
1976,District of Columbia,,2.50,2.75,2.25,56.91,12.10,9.90
1976,Federal (FLSA),,2.25,2.30,2.20,56.91,10.12,9.68
1976,Florida,12,2.25,2.25,2.25,56.91,10.19,10.19
1976,Georgia,13,1.25,1.25,1.25,56.91,5.50,5.50
1976,Hawaii,15,2.40,2.40,2.40,56.91,10.56,10.56
1976,Idaho,16,1.60,1.60,1.60,56.91,7.04,7.04
1976,Illinois,17,2.10,2.10,2.10,56.91,9.24,9.24
1976,Indiana,18,1.25,1.25,1.25,56.91,5.50,5.50
1976,Iowa,19,2.25,2.25,2.25,56.91,10.19,10.19
1976,Kansas,20,2.25,2.25,2.25,56.91,10.19,10.19
1976,Kentucky,21,1.60,1.60,1.60,56.91,7.04,7.04
1976,Louisiana,22,2.25,2.25,2.25,56.91,10.19,10.18
1976,Maine,23,2.30,2.30,2.30,56.91,10.12,10.12
1976,Maryland,24,2.25,2.30,2.20,56.91,10.12,9.68
1976,Massachusetts,25,2.10,2.10,2.10,56.91,9.24,9.24
1976,Michigan,26,2.20,2.20,2.20,56.91,9.68,9.68
1976,Minnesota,27,1.80,1.80,1.80,56.91,7.92,7.92
1976,Mississippi,28,2.25,2.25,2.25,56.91,10.19,10.19
1976,Missouri,29,2.25,2.25,2.25,56.91,10.19,10.19
1976,Montana,30,1.80,1.80,1.80,56.91,7.92,7.92
1976,Nebraska,31,1.60,1.60,1.60,56.91,7.04,7.04
1976,Nevada,32,2.25,2.30,2.20,56.91,10.12,9.68
1976,New Hampshire,33,2.25,2.30,2.20,56.91,10.12,9.68
1976,New Jersey,34,2.20,2.20,2.20,56.91,9.68,9.68
1976,New Mexico,35,2.00,2.00,2.00,56.91,8.80,8.80
1976,New York,36,2.30,2.30,2.30,56.91,10.12,10.12
1976,North Carolina,37,2.00,2.00,2.00,56.91,8.80,8.80
1976,North Dakota,38,2.15,2.30,2.00,56.91,10.12,8.80
1976,Ohio,39,1.60,1.60,1.60,56.91,7.04,7.04
1976,Oklahoma,40,1.80,1.80,1.80,56.91,7.92,7.92
1976,Oregon,41,2.30,2.30,2.30,56.91,10.12,10.12
1976,Pennsylvania,42,2.20,2.20,2.20,56.91,9.68,9.68
1976,Rhode Island,44,2.30,2.30,2.30,56.91,10.12,10.12
1976,South Carolina,45,2.25,2.25,2.25,56.91,10.19,10.19
1976,South Dakota,46,2.00,2.00,2.00,56.91,8.80,8.80
1976,Tennessee,47,2.25,2.25,2.25,56.91,10.19,10.19
1976,Texas,48,1.40,1.40,1.40,56.91,6.16,6.16
1976,Utah,49,1.63,1.70,1.55,56.91,7.48,6.82
1976,Vermont,50,2.30,2.30,2.30,56.91,10.12,10.12
1976,Virginia,51,2.00,2.00,2.00,56.91,8.80,8.80
1976,Washington,53,2.25,2.30,2.20,56.91,10.12,9.68
1976,West Virginia,54,2.00,2.00,2.00,56.91,8.80,8.80
1976,Wisconsin,55,2.10,2.10,2.10,56.91,9.24,9.24
1976,Wyoming,56,1.60,1.60,1.60,56.91,7.04,7.04
1977,Alabama,1,2.25,2.25,2.25,60.61,9.68,9.68
1977,Alaska,2,2.80,2.80,2.80,60.61,11.57,11.57
1977,Arizona,4,2.25,2.25,2.25,60.61,9.68,9.68
1977,Arkansas,5,1.90,1.90,1.90,60.61,7.85,7.85
1977,California,6,2.00,2.00,2.00,60.61,8.26,8.26
1977,Colorado,8,1.13,1.25,1.00,60.61,5.16,4.13
1977,Connecticut,9,2.26,2.31,2.21,60.61,9.54,9.13
1977,Delaware,10,2.00,2.00,2.00,60.61,8.26,8.26
1977,District of Columbia,,2.50,2.75,2.25,60.61,11.36,9.30
1977,Federal (FLSA),,2.25,2.30,2.20,60.61,9.50,9.09
1977,Florida,12,2.25,2.25,2.25,60.61,9.68,9.68
1977,Georgia,13,1.25,1.25,1.25,60.61,5.16,5.16
1977,Hawaii,15,2.40,2.40,2.40,60.61,9.92,9.92
1977,Idaho,16,1.60,1.60,1.60,60.61,6.61,6.61
1977,Illinois,17,2.10,2.10,2.10,60.61,8.68,8.68
1977,Indiana,18,1.25,1.25,1.25,60.61,5.16,5.16
1977,Iowa,19,2.25,2.25,2.25,60.61,9.68,9.68
1977,Kansas,20,2.25,2.25,2.25,60.61,9.68,9.68
1977,Kentucky,21,1.60,1.60,1.60,60.61,6.61,6.61
1977,Louisiana,22,2.25,2.25,2.25,60.61,9.68,9.68
1977,Maine,23,2.30,2.30,2.30,60.61,9.50,9.50
1977,Maryland,24,2.25,2.30,2.20,60.61,9.50,9.09
1977,Massachusetts,25,2.10,2.10,2.10,60.61,8.68,8.68
1977,Michigan,26,2.20,2.20,2.20,60.61,9.09,9.09
1977,Minnesota,27,1.80,1.80,1.80,60.61,7.44,7.44
1977,Mississippi,28,2.25,2.25,2.25,60.61,9.68,9.68
1977,Missouri,29,2.25,2.25,2.25,60.61,9.68,9.68
1977,Montana,30,1.80,1.80,1.80,60.61,7.44,7.44
1977,Nebraska,31,1.60,1.60,1.60,60.61,6.61,6.61
1977,Nevada,32,2.25,2.30,2.20,60.61,9.50,9.09
1977,New Hampshire,33,2.25,2.30,2.20,60.61,9.50,9.09
1977,New Jersey,34,2.20,2.20,2.20,60.61,9.09,9.09
1977,New Mexico,35,2.00,2.00,2.00,60.61,8.26,8.26
1977,New York,36,2.30,2.30,2.30,60.61,9.50,9.50
1977,North Carolina,37,2.00,2.00,2.00,60.61,8.26,8.26
1977,North Dakota,38,2.25,2.30,2.00,60.61,9.50,8.26
1977,Ohio,39,1.60,1.60,1.60,60.61,6.61,6.61
1977,Oklahoma,40,1.80,1.80,1.80,60.61,7.44,7.44
1977,Oregon,41,2.30,2.30,2.30,60.61,9.50,9.50
1977,Pennsylvania,42,2.20,2.20,2.20,60.61,9.09,9.09
1977,Rhode Island,44,2.30,2.30,2.30,60.61,9.50,9.50
1977,South Carolina,45,2.25,2.25,2.25,60.61,9.68,9.68
1977,South Dakota,46,2.00,2.00,2.00,60.61,8.26,8.26
1977,Tennessee,47,2.25,2.25,2.25,60.61,9.68,9.68
1977,Texas,48,1.40,1.40,1.40,60.61,5.78,5.78
1977,Utah,49,1.63,1.70,1.55,60.61,7.02,6.40
1977,Vermont,50,2.30,2.30,2.30,60.61,9.50,9.50
1977,Virginia,51,2.00,2.00,2.00,60.61,8.26,8.26
1977,Washington,53,2.25,2.30,2.20,60.61,9.50,9.09
1977,West Virginia,54,2.00,2.00,2.00,60.61,8.26,8.26
1977,Wisconsin,55,2.10,2.10,2.10,60.61,8.68,8.68
1977,Wyoming,56,1.60,1.60,1.60,60.61,6.61,6.61
1978,Alabama,1,2.25,2.25,2.25,65.23,9.06,9.06
1978,Alaska,2,2.80,2.80,2.80,65.23,10.75,10.75
1978,Arizona,4,2.25,2.25,2.25,65.23,9.06,9.06
1978,Arkansas,5,1.90,1.90,1.90,65.23,7.29,7.29
1978,California,6,2.00,2.00,2.00,65.23,7.68,7.68
1978,Colorado,8,1.13,1.25,1.00,65.23,4.80,3.84
1978,Connecticut,9,2.26,2.31,2.21,65.23,8.87,8.48
1978,Delaware,10,2.00,2.00,2.00,65.23,7.68,7.68
1978,District of Columbia,,2.50,2.75,2.25,65.23,10.56,8.64
1978,Federal (FLSA),,2.25,2.30,2.20,65.23,8.83,8.44
1978,Florida,12,2.25,2.25,2.25,65.23,9.06,9.06
1978,Georgia,13,1.25,1.25,1.25,65.23,4.80,4.80
1978,Hawaii,15,2.40,2.40,2.40,65.23,9.21,9.21
1978,Idaho,16,1.60,1.60,1.60,65.23,6.14,6.14
1978,Illinois,17,2.10,2.10,2.10,65.23,8.06,8.06
1978,Indiana,18,1.25,1.25,1.25,65.23,4.80,4.80
1978,Iowa,19,2.25,2.25,2.25,65.23,9.06,9.06
1978,Kansas,20,2.25,2.25,2.25,65.23,9.06,9.06
1978,Kentucky,21,1.60,1.60,1.60,65.23,6.14,6.14
1978,Louisiana,22,2.25,2.25,2.25,65.23,9.06,9.06
1978,Maine,23,2.30,2.30,2.30,65.23,8.83,8.83
1978,Maryland,24,2.25,2.30,2.20,65.23,8.83,8.44
1978,Massachusetts,25,2.10,2.10,2.10,65.23,8.06,8.06
1978,Michigan,26,2.20,2.20,2.20,65.23,8.44,8.44
1978,Minnesota,27,1.80,1.80,1.80,65.23,6.91,6.91
1978,Mississippi,28,2.25,2.25,2.25,65.23,9.06,9.06
1978,Missouri,29,2.25,2.25,2.25,65.23,9.06,9.06
1978,Montana,30,1.80,1.80,1.80,65.23,6.91,6.91
1978,Nebraska,31,1.60,1.60,1.60,65.23,6.14,6.14
1978,Nevada,32,2.25,2.30,2.20,65.23,8.83,8.44
1978,New Hampshire,33,2.25,2.30,2.20,65.23,8.83,8.44
1978,New Jersey,34,2.20,2.20,2.20,65.23,8.44,8.44
1978,New Mexico,35,2.00,2.00,2.00,65.23,7.68,7.68
1978,New York,36,2.30,2.30,2.30,65.23,8.83,8.83
1978,North Carolina,37,2.00,2.00,2.00,65.23,7.68,7.68
1978,North Dakota,38,2.25,2.30,2.00,65.23,8.83,7.68
1978,Ohio,39,1.60,1.60,1.60,65.23,6.14,6.14
1978,Oklahoma,40,1.80,1.80,1.80,65.23,6.91,6.91
1978,Oregon,41,2.30,2.30,2.30,65.23,8.83,8.83
1978,Pennsylvania,42,2.20,2.20,2.20,65.23,8.44,8.44
1978,Rhode Island,44,2.30,2.30,2.30,65.23,8.83,8.83
1978,South Carolina,45,2.25,2.25,2.25,65.23,9.06,9.06
1978,South Dakota,46,2.00,2.00,2.00,65.23,7.68,7.68
1978,Tennessee,47,2.25,2.25,2.25,65.23,9.06,9.06
1978,Texas,48,1.40,1.40,1.40,65.23,5.37,5.37
1978,Utah,49,1.63,1.70,1.55,65.23,6.53,5.95
1978,Vermont,50,2.30,2.30,2.30,65.23,8.83,8.83
1978,Virginia,51,2.00,2.00,2.00,65.23,7.68,7.68
1978,Washington,53,2.25,2.30,2.20,65.23,8.83,8.44
1978,West Virginia,54,2.00,2.00,2.00,65.23,7.68,7.68
1978,Wisconsin,55,2.10,2.10,2.10,65.23,8.06,8.06
1978,Wyoming,56,1.60,1.60,1.60,65.23,6.14,6.14
1979,Alabama,1,2.90,2.90,2.90,72.58,10.69,10.69
1979,Alaska,2,3.40,3.40,3.40,72.58,11.73,11.73
1979,Arizona,4,2.90,2.90,2.90,72.58,10.69,10.69
1979,Arkansas,5,2.30,2.30,2.30,72.58,7.94,7.94
1979,California,6,2.90,2.90,2.90,72.58,10.01,10.01
1979,Colorado,8,1.90,1.90,1.90,72.58,6.56,6.56
1979,Connecticut,9,2.91,2.91,2.91,72.58,10.04,10.04
1979,Delaware,10,2.00,2.00,2.00,72.58,6.90,6.90
1979,District of Columbia,,2.73,3.00,2.46,72.58,10.35,8.49
1979,Federal (FLSA),,2.90,2.90,2.90,72.58,10.01,10.01
1979,Florida,12,2.90,2.90,2.90,72.58,10.69,10.69
1979,Georgia,13,1.23,1.23,1.23,72.58,4.24,4.24
1979,Hawaii,15,2.65,2.65,2.65,72.58,9.14,9.14
1979,Idaho,16,2.30,2.30,2.30,72.58,7.94,7.94
1979,Illinois,17,2.30,2.30,2.30,72.58,7.94,7.94
1979,Indiana,18,2.00,2.00,2.00,72.58,6.90,6.90
1979,Iowa,19,2.90,2.90,2.90,72.58,10.69,10.69
1979,Kansas,20,1.60,1.60,1.60,72.58,5.52,5.52
1979,Kentucky,21,2.00,2.00,2.00,72.58,6.90,6.90
1979,Louisiana,22,2.90,2.90,2.90,72.58,10.69,10.69
1979,Maine,23,2.90,2.90,2.90,72.58,10.01,10.01
1979,Maryland,24,2.90,2.90,2.90,72.58,10.01,10.01
1979,Massachusetts,25,2.90,2.90,2.90,72.58,10.01,10.01
1979,Michigan,26,2.90,2.90,2.90,72.58,10.01,10.01
1979,Minnesota,27,2.30,2.30,2.30,72.58,7.94,7.94
1979,Mississippi,28,2.90,2.90,2.90,72.58,10.69,10.69
1979,Missouri,29,2.90,2.90,2.90,72.58,10.69,10.69
1979,Montana,30,2.00,2.00,2.00,72.58,6.90,6.90
1979,Nebraska,31,1.60,1.60,1.60,72.58,5.52,5.52
1979,Nevada,32,2.75,2.75,2.75,72.58,9.49,9.49
1979,New Hampshire,33,2.90,2.90,2.90,72.58,10.01,10.01
1979,New Jersey,34,2.50,2.50,2.50,72.58,8.63,8.63
1979,New Mexico,35,2.30,2.30,2.30,72.58,7.94,7.94
1979,New York,36,2.90,2.90,2.90,72.58,10.01,10.01
1979,North Carolina,37,2.50,2.50,2.50,72.58,8.63,8.63
1979,North Dakota,38,2.20,2.30,2.10,72.58,7.94,7.25
1979,Ohio,39,2.30,2.30,2.30,72.58,7.94,7.94
1979,Oklahoma,40,2.00,2.00,2.00,72.58,6.90,6.90
1979,Oregon,41,2.30,2.30,2.30,72.58,7.94,7.94
1979,Pennsylvania,42,2.90,2.90,2.90,72.58,10.01,10.01
1979,Rhode Island,44,2.30,2.30,2.30,72.58,7.94,7.94
1979,South Carolina,45,2.90,2.90,2.90,72.58,10.69,10.69
1979,South Dakota,46,2.30,2.30,2.30,72.58,7.94,7.94
1979,Tennessee,47,2.90,2.90,2.90,72.58,10.69,10.69
1979,Texas,48,1.40,1.40,1.40,72.58,4.83,4.83
1979,Utah,49,2.32,2.45,2.20,72.58,8.45,7.59
1979,Vermont,50,2.90,2.90,2.90,72.58,10.01,10.01
1979,Virginia,51,2.35,2.35,2.35,72.58,8.11,8.11
1979,Washington,53,2.30,2.30,2.30,72.58,7.94,7.94
1979,West Virginia,54,2.20,2.20,2.20,72.58,7.59,7.59
1979,Wisconsin,55,2.80,2.80,2.80,72.58,9.66,9.66
1979,Wyoming,56,1.60,1.60,1.60,72.58,5.52,5.52
1980,Alabama,1,3.10,3.10,3.10,82.41,9.88,9.88
1980,Alaska,2,3.60,3.60,3.60,82.41,10.94,10.94
1980,Arizona,4,3.10,3.10,3.10,82.41,9.88,9.88
1980,Arkansas,5,2.55,2.55,2.55,82.41,7.75,7.75
1980,California,6,2.90,2.90,2.90,82.41,8.81,8.81
1980,Colorado,8,1.90,1.90,1.90,82.41,5.77,5.77
1980,Connecticut,9,3.12,3.12,3.12,82.41,9.48,9.48
1980,Delaware,10,2.00,2.00,2.00,82.41,6.08,6.08
1980,District of Columbia,,3.00,3.50,2.50,82.41,10.63,7.60
1980,Federal (FLSA),,3.1,3.10,3.10,82.41,9.42,9.42
1980,Florida,12,3.10,3.10,3.10,82.41,9.88,9.88
1980,Georgia,13,1.25,1.25,1.25,82.41,3.80,3.80
1980,Hawaii,15,2.90,2.90,2.90,82.41,8.81,8.81
1980,Idaho,16,2.30,2.30,2.30,82.41,6.99,6.99
1980,Illinois,17,2.30,2.30,2.30,82.41,6.99,6.99
1980,Indiana,18,2.00,2.00,2.00,82.41,6.08,6.08
1980,Iowa,19,3.10,3.10,3.10,82.41,9.88,9.88
1980,Kansas,20,1.60,1.60,1.60,82.41,4.86,4.86
1980,Kentucky,21,2.15,2.15,2.15,82.41,6.53,6.53
1980,Louisiana,22,3.10,3.10,3.10,82.41,9.88,9.88
1980,Maine,23,3.10,3.10,3.10,82.41,9.42,9.42
1980,Maryland,24,3.10,3.10,3.10,82.41,9.42,9.42
1980,Massachusetts,25,3.10,3.10,3.10,82.41,9.42,9.42
1980,Michigan,26,3.10,3.10,3.10,82.41,9.42,9.42
1980,Minnesota,27,2.90,2.90,2.90,82.41,8.81,8.81
1980,Mississippi,28,3.10,3.10,3.10,82.41,9.88,9.88
1980,Missouri,29,3.10,3.10,3.10,82.41,9.88,9.88
1980,Montana,30,2.00,2.00,2.00,82.41,6.08,6.08
1980,Nebraska,31,1.60,1.60,1.60,82.41,4.86,4.86
1980,Nevada,32,2.75,2.75,2.75,82.41,8.36,8.36
1980,New Hampshire,33,3.10,3.10,3.10,82.41,9.42,9.42
1980,New Jersey,34,3.10,3.10,3.10,82.41,9.42,9.42
1980,New Mexico,35,2.65,2.65,2.65,82.41,8.05,8.05
1980,New York,36,3.10,3.10,3.10,82.41,9.42,9.42
1980,North Carolina,37,2.75,2.75,2.75,82.41,8.36,8.36
1980,North Dakota,38,2.85,3.10,2.60,82.41,9.42,7.90
1980,Ohio,39,2.30,2.30,2.30,82.41,6.99,6.99
1980,Oklahoma,40,2.00,2.00,2.00,82.41,6.08,6.08
1980,Oregon,41,2.90,2.90,2.90,82.41,8.81,8.81
1980,Pennsylvania,42,3.10,3.10,3.10,82.41,9.42,9.42
1980,Rhode Island,44,2.65,2.65,2.65,82.41,8.05,8.05
1980,South Carolina,45,3.10,3.10,3.10,82.41,9.88,9.88
1980,South Dakota,46,2.30,2.30,2.30,82.41,6.99,6.99
1980,Tennessee,47,3.10,3.10,3.10,82.41,9.88,9.88
1980,Texas,48,1.40,1.40,1.40,82.41,4.25,4.25
1980,Utah,49,2.48,2.60,2.35,82.41,7.90,7.14
1980,Vermont,50,3.10,3.10,3.10,82.41,9.42,9.42
1980,Virginia,51,2.35,2.35,2.35,82.41,7.14,7.14
1980,Washington,53,2.30,2.30,2.30,82.41,6.99,6.99
1980,West Virginia,54,2.20,2.20,2.20,82.41,6.68,6.68
1980,Wisconsin,55,3.00,3.00,3.00,82.41,9.12,9.12
1980,Wyoming,56,1.60,1.60,1.60,82.41,4.86,4.86
1981,Alabama,1,3.35,3.35,3.35,90.93,9.54,9.54
1981,Alaska,2,3.85,3.85,3.85,90.93,10.60,10.60
1981,Arizona,4,3.35,3.35,3.35,90.93,9.54,9.54
1981,Arkansas,5,2.70,2.70,2.70,90.93,7.44,7.44
1981,California,6,3.35,3.35,3.35,90.93,9.23,9.23
1981,Colorado,8,1.90,1.90,1.90,90.93,5.23,5.23
1981,Connecticut,9,3.37,3.37,3.37,90.93,9.28,9.28
1981,Delaware,10,2.00,2.00,2.00,90.93,5.51,5.51
1981,District of Columbia,,3.13,3.75,2.50,90.93,10.33,6.88
1981,Federal (FLSA),,3.35,3.35,3.35,90.93,9.23,9.23
1981,Florida,12,3.35,3.35,3.35,90.93,9.54,9.54
1981,Georgia,13,1.25,1.25,1.25,90.93,3.44,3.44
1981,Hawaii,15,3.10,3.10,3.10,90.93,8.54,8.54
1981,Idaho,16,2.30,2.30,2.30,90.93,6.33,6.33
1981,Illinois,17,2.30,2.30,2.30,90.93,6.33,6.33
1981,Indiana,18,2.00,2.00,2.00,90.93,5.51,5.51
1981,Iowa,19,3.35,3.35,3.35,90.93,9.54,9.54
1981,Kansas,20,1.60,1.60,1.60,90.93,4.41,4.41
1981,Kentucky,21,2.15,2.15,2.15,90.93,5.92,5.92
1981,Louisiana,22,3.35,3.35,3.35,90.93,9.54,9.54
1981,Maine,23,3.35,3.35,3.35,90.93,9.23,9.23
1981,Maryland,24,3.35,3.35,3.35,90.93,9.23,9.23
1981,Massachusetts,25,3.35,3.35,3.35,90.93,9.23,9.23
1981,Michigan,26,3.35,3.35,3.35,90.93,9.23,9.23
1981,Minnesota,27,3.10,3.10,3.10,90.93,8.54,8.54
1981,Mississippi,28,3.35,3.35,3.35,90.93,9.54,9.54
1981,Missouri,29,3.35,3.35,3.35,90.93,9.54,9.54
1981,Montana,30,2.00,2.00,2.00,90.93,5.51,5.51
1981,Nebraska,31,1.60,1.60,1.60,90.93,4.41,4.41
1981,Nevada,32,2.75,2.75,2.75,90.93,7.57,7.57
1981,New Hampshire,33,3.35,3.35,3.35,90.93,9.23,9.23
1981,New Jersey,34,3.35,3.35,3.35,90.93,9.23,9.23
1981,New Mexico,35,2.90,2.90,2.90,90.93,7.99,7.99
1981,New York,36,3.35,3.35,3.35,90.93,9.23,9.23
1981,North Carolina,37,2.90,2.90,2.90,90.93,7.99,7.99
1981,North Dakota,38,2.95,3.10,2.80,90.93,8.54,7.71
1981,Ohio,39,2.30,2.30,2.30,90.93,6.33,6.33
1981,Oklahoma,40,3.10,3.10,3.10,90.93,8.54,8.54
1981,Oregon,41,3.10,3.10,3.10,90.93,8.54,8.54
1981,Pennsylvania,42,3.35,3.35,3.35,90.93,9.23,9.23
1981,Rhode Island,44,2.90,2.90,2.90,90.93,7.99,7.99
1981,South Carolina,45,3.35,3.35,3.35,90.93,9.54,9.54
1981,South Dakota,46,2.30,2.30,2.30,90.93,6.33,6.33
1981,Tennessee,47,3.35,9.54,9.54,90.93,9.54,9.54
1981,Texas,48,1.40,1.40,1.40,90.93,3.86,3.86
1981,Utah,49,2.63,2.75,2.50,90.93,7.57,6.88
1981,Vermont,50,3.35,3.35,3.35,90.93,9.23,9.23
1981,Virginia,51,2.65,2.65,2.65,90.93,7.30,7.30
1981,Washington,53,2.30,2.30,2.30,90.93,6.33,6.33
1981,West Virginia,54,2.75,2.75,2.75,90.93,7.57,7.57
1981,Wisconsin,55,3.25,3.25,3.25,90.93,8.95,8.95
1981,Wyoming,56,1.60,1.60,1.60,90.93,4.41,4.41
1982,Alabama,1,3.35,3.35,3.35,96.50,8.81,8.81
1982,Alaska,2,3.85,3.85,3.85,96.50,9.99,9.99
1982,Arizona,4,3.35,3.35,3.35,96.50,8.81,8.81
1982,Arkansas,5,2.70,2.70,2.70,96.50,7.01,7.01
1982,California,6,3.35,3.35,3.35,96.50,8.69,8.69
1982,Colorado,8,1.90,1.90,1.90,96.50,4.93,4.93
1982,Connecticut,9,3.37,3.37,3.37,96.50,8.74,8.74
1982,Delaware,10,2.00,2.00,2.00,96.50,5.19,5.19
1982,District of Columbia,,3.13,3.75,2.50,96.50,9.73,6.49
1982,Federal (FLSA),,3.35,3.35,3.35,96.50,8.69,8.69
1982,Florida,12,3.35,3.35,3.35,96.50,8.81,8.81
1982,Georgia,13,1.25,1.25,1.25,96.50,3.24,3.24
1982,Hawaii,15,3.10,3.10,3.10,96.50,8.04,8.04
1982,Idaho,16,2.30,2.30,2.30,96.50,5.97,5.97
1982,Illinois,17,2.30,2.30,2.30,96.50,5.97,5.97
1982,Indiana,18,2.00,2.00,2.00,96.50,5.19,5.19
1982,Iowa,19,3.35,3.35,3.35,96.50,8.81,8.81
1982,Kansas,20,1.60,1.60,1.60,96.50,4.15,4.15
1982,Kentucky,21,2.15,2.15,2.15,96.50,5.58,5.58
1982,Louisiana,22,3.35,3.35,3.35,96.50,8.81,8.81
1982,Maine,23,3.35,3.35,3.35,96.50,8.69,8.69
1982,Maryland,24,3.35,3.35,3.35,96.50,8.69,8.69
1982,Massachusetts,25,3.35,3.35,3.35,96.50,8.69,8.69
1982,Michigan,26,3.35,3.35,3.35,96.50,8.69,8.69
1982,Minnesota,27,3.10,3.10,3.10,96.50,8.04,8.04
1982,Mississippi,28,3.35,3.35,3.35,96.50,8.81,8.81
1982,Missouri,29,3.35,3.35,3.35,96.50,8.81,8.81
1982,Montana,30,2.00,2.00,2.00,96.50,5.19,5.19
1982,Nebraska,31,1.60,1.60,1.60,96.50,4.15,4.15
1982,Nevada,32,2.75,2.75,2.75,96.50,7.14,7.14
1982,New Hampshire,33,3.35,3.35,3.35,96.50,8.69,8.69
1982,New Jersey,34,3.35,3.35,3.35,96.50,8.69,8.69
1982,New Mexico,35,2.90,2.90,2.90,96.50,7.52,7.52
1982,New York,36,3.35,3.35,3.35,96.50,8.69,8.69
1982,North Carolina,37,2.90,2.90,2.90,96.50,7.52,7.52
1982,North Dakota,38,2.95,3.10,2.80,96.50,8.04,7.27
1982,Ohio,39,2.30,2.30,2.30,96.50,5.97,5.97
1982,Oklahoma,40,3.10,3.10,3.10,96.50,8.04,8.04
1982,Oregon,41,3.10,3.10,3.10,96.50,8.04,8.04
1982,Pennsylvania,42,3.35,3.35,3.35,96.50,8.69,8.69
1982,Rhode Island,44,2.90,2.90,2.90,96.50,7.52,7.52
1982,South Carolina,45,3.35,3.35,3.35,96.50,8.81,8.81
1982,South Dakota,46,2.30,2.30,2.30,96.50,5.97,5.97
1982,Tennessee,47,3.35,3.35,3.35,96.50,8.81,8.81
1982,Texas,48,1.40,1.40,1.40,96.50,3.63,3.63
1982,Utah,49,2.63,2.75,2.50,96.50,7.14,6.49
1982,Vermont,50,3.35,3.35,3.35,96.50,8.69,8.69
1982,Virginia,51,2.65,2.65,2.65,96.50,6.88,6.88
1982,Washington,53,2.30,2.30,2.30,96.50,5.97,5.97
1982,West Virginia,54,2.75,2.75,2.75,96.50,7.14,7.14
1982,Wisconsin,55,3.25,3.25,3.25,96.50,8.43,8.43
1982,Wyoming,56,1.60,1.60,1.60,96.50,4.15,4.15
1983,Alabama,1,3.35,3.35,3.35,99.60,8.49,8.49
1983,Alaska,2,3.85,3.85,3.85,99.60,9.68,9.68
1983,Arizona,4,3.35,3.35,3.35,99.60,8.49,8.49
1983,Arkansas,5,2.70,2.70,2.70,99.60,6.79,6.79
1983,California,6,3.35,3.35,3.35,99.60,8.42,8.42
1983,Colorado,8,1.90,1.90,1.90,99.60,4.78,4.78
1983,Connecticut,9,3.37,3.37,3.37,99.60,8.47,8.47
1983,Delaware,10,2.00,2.00,2.00,99.60,5.03,5.03
1983,District of Columbia,,3.13,3.75,2.50,99.60,9.43,6.29
1983,Federal (FLSA),,3.35,3.35,3.35,99.60,8.42,8.42
1983,Florida,12,3.35,3.35,3.35,99.60,8.49,8.49
1983,Georgia,13,1.25,1.25,1.25,99.60,3.14,3.14
1983,Hawaii,15,3.10,3.10,3.10,99.60,7.79,7.79
1983,Idaho,16,2.30,2.30,2.30,99.60,5.78,5.78
1983,Illinois,17,2.30,2.30,2.30,99.60,5.78,5.78
1983,Indiana,18,2.00,2.00,2.00,99.60,5.03,5.03
1983,Iowa,19,3.35,3.35,3.35,99.60,8.49,8.49
1983,Kansas,20,1.60,1.60,1.60,99.60,4.02,4.02
1983,Kentucky,21,2.15,2.15,2.15,99.60,5.41,5.41
1983,Louisiana,22,3.35,3.35,3.35,99.60,8.49,8.49
1983,Maine,23,3.35,3.35,3.35,99.60,8.42,8.42
1983,Maryland,24,3.35,3.35,3.35,99.60,8.42,8.42
1983,Massachusetts,25,3.35,3.35,3.35,99.60,8.42,8.42
1983,Michigan,26,3.35,3.35,3.35,99.60,8.42,8.42
1983,Minnesota,27,3.10,3.10,3.10,99.60,7.79,7.79
1983,Mississippi,28,3.35,3.35,3.35,99.60,8.49,8.49
1983,Missouri,29,3.35,3.35,3.35,99.60,8.49,8.49
1983,Montana,30,2.00,2.00,2.00,99.60,5.03,5.03
1983,Nebraska,31,1.60,1.60,1.60,99.60,4.02,4.02
